odds_id,event_name,event_date,fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,last_updated
197,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Nate Diaz,Rafael Dos Anjos,+225,-285,2017-12-06 08:57:53.239822
198,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Alistair Overeem,Stefan Struve,-235,+185,2017-12-06 08:57:53.357766
199,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Gabriel Gonzaga,Matt Mitrione,+100,-130,2017-12-06 08:57:53.476632
200,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,John Moraga,Willie Gates,-600,+400,2017-12-06 08:57:53.588741
201,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Claudia Gadelha,Joanna Jedrzejczyk,-300,+230,2017-12-06 08:57:53.706559
202,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Ben Saunders,Joe Riggs,-265,+205,2017-12-06 08:57:53.82978
203,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Drew Dober,Jamie Varner,+375,-550,2017-12-06 08:57:53.94906
204,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Bryan Barberena,Joe Ellenberger,+170,-210,2017-12-06 08:57:54.065582
205,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,David Michaud,Garett Whiteley,-240,+190,2017-12-06 08:57:54.184821
206,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Dustin Kimura,Henry Cejudo,+190,-240,2017-12-06 08:57:54.305474
207,UFC on FOX 13: Dos Santos vs. Miocic,December 13th,Anthony Birchak,Ian Entwistle,-260,+200,2017-12-06 08:57:54.429038
208,UFC 211: Miocic vs. Dos Santos 2,May 13th,Junior Dos Santos,Stipe Miocic,+140,-170,2017-12-06 08:57:59.531055
209,UFC 211: Miocic vs. Dos Santos 2,May 13th,Jessica Andrade,Joanna Jedrzejczyk,+165,-205,2017-12-06 08:57:59.66761
210,UFC 211: Miocic vs. Dos Santos 2,May 13th,Demian Maia,Jorge Masvidal,-125,-105,2017-12-06 08:57:59.813792
211,UFC 211: Miocic vs. Dos Santos 2,May 13th,Frankie Edgar,Yair Rodriguez,-130,+100,2017-12-06 08:57:59.952159
212,UFC 211: Miocic vs. Dos Santos 2,May 13th,David Branch,Krzysztof Jotko,+150,-185,2017-12-06 08:58:00.093942
213,UFC 211: Miocic vs. Dos Santos 2,May 13th,Dustin Poirier,Eddie Alvarez,-130,+100,2017-12-06 08:58:00.231702
214,UFC 211: Miocic vs. Dos Santos 2,May 13th,Chas Skelly,Jason Knight,-120,-110,2017-12-06 08:58:00.367046
215,UFC 211: Miocic vs. Dos Santos 2,May 13th,Chase Sherman,Rashad Coulter,-115,-115,2017-12-06 08:58:00.497966
216,UFC 211: Miocic vs. Dos Santos 2,May 13th,James Vick,Marco Polo Reyes,-400,+300,2017-12-06 08:58:00.641394
217,UFC 211: Miocic vs. Dos Santos 2,May 13th,Cortney Casey,Jessica Aguilar,-190,+155,2017-12-06 08:58:00.781306
218,UFC 211: Miocic vs. Dos Santos 2,May 13th,Enrique Barzola,Gabriel Benitez,+110,-140,2017-12-06 08:58:00.929878
219,UFC 211: Miocic vs. Dos Santos 2,May 13th,Gadzhimurad Antigulov,Joachim Christensen,-400,+300,2017-12-06 08:58:01.073292
220,UFC 198: Werdum vs. Miocic,May 14th,Fabricio Werdum,Stipe Miocic,-185,+150,2017-12-06 08:58:02.208449
221,UFC 198: Werdum vs. Miocic,May 14th,Ronaldo Souza,Vitor Belfort,-300,+230,2017-12-06 08:58:02.335601
222,UFC 198: Werdum vs. Miocic,May 14th,Cristiane Justino,Leslie Smith,-1200,+700,2017-12-06 08:58:02.47149
223,UFC 198: Werdum vs. Miocic,May 14th,Corey Anderson,Mauricio Rua,-165,+135,2017-12-06 08:58:02.601738
224,UFC 198: Werdum vs. Miocic,May 14th,Bryan Barberena,Warlley Alves,+400,-600,2017-12-06 08:58:02.728328
225,UFC 198: Werdum vs. Miocic,May 14th,Demian Maia,Matt Brown,-340,+260,2017-12-06 08:58:02.862393
226,UFC 198: Werdum vs. Miocic,May 14th,Nate Marquardt,Thiago Santos,+280,-370,2017-12-06 08:58:02.999984
227,UFC 198: Werdum vs. Miocic,May 14th,Francisco Trinaldo,Yancy Medeiros,-280,+220,2017-12-06 08:58:03.124212
228,UFC 198: Werdum vs. Miocic,May 14th,John Lineker,Rob Font,-175,+145,2017-12-06 08:58:03.263307
229,UFC 198: Werdum vs. Miocic,May 14th,Antonio Rogerio Nogueira,Patrick Cummins,+190,-240,2017-12-06 08:58:03.401143
230,UFC 198: Werdum vs. Miocic,May 14th,Luan Chagas,Sergio Moraes,+325,-450,2017-12-06 08:58:03.532938
231,UFC 198: Werdum vs. Miocic,May 14th,Renato Moicano,Zubaira Tukhugov,+105,-135,2017-12-06 08:58:03.664216
232,UFC 141: Lesnar vs. Overeem,December 30th,Alistair Overeem,Brock Lesnar,-145,+115,2017-12-06 08:58:06.554037
233,UFC 141: Lesnar vs. Overeem,December 30th,Alexander Gustafsson,Vladimir Matyushenko,-325,+250,2017-12-06 08:58:06.568058
234,UFC 141: Lesnar vs. Overeem,December 30th,Donald Cerrone,Nate Diaz,-260,+200,2017-12-06 08:58:06.581393
235,UFC 141: Lesnar vs. Overeem,December 30th,Johny Hendricks,Jon Fitch,+180,-230,2017-12-06 08:58:06.594802
236,UFC 141: Lesnar vs. Overeem,December 30th,Jimy Hettes,Nam Phan,+145,-175,2017-12-06 08:58:06.610047
237,UFC 141: Lesnar vs. Overeem,December 30th,Junior Assuncao,Ross Pearson,+250,-325,2017-12-06 08:58:06.622977
238,UFC 141: Lesnar vs. Overeem,December 30th,Anthony Njokuani,Danny Castillo,+160,-200,2017-12-06 08:58:06.637123
239,UFC 141: Lesnar vs. Overeem,December 30th,Diego Nunes,Manny Gamburyan,-270,+210,2017-12-06 08:58:06.652855
240,UFC 141: Lesnar vs. Overeem,December 30th,Efrain Escudero,Jacob Volkman,+175,-225,2017-12-06 08:58:06.667582
241,UFC 141: Lesnar vs. Overeem,December 30th,Dong Hyun Kim,Sean Pierson,-400,+300,2017-12-06 08:58:06.68304
242,UFC 203: Miocic vs. Overeem,September 10th,Alistair Overeem,Stipe Miocic,+115,-145,2017-12-06 08:58:13.367937
243,UFC 203: Miocic vs. Overeem,September 10th,Fabricio Werdum,Travis Browne,-260,+200,2017-12-06 08:58:13.484936
244,UFC 203: Miocic vs. Overeem,September 10th,Cm Punk,Mickey Gall,+300,-400,2017-12-06 08:58:13.600029
245,UFC 203: Miocic vs. Overeem,September 10th,Jimmie Rivera,Urijah Faber,-160,+130,2017-12-06 08:58:13.710531
246,UFC 203: Miocic vs. Overeem,September 10th,Jessica Andrade,Joanne Calderwood,-140,+110,2017-12-06 08:58:13.820123
247,UFC 203: Miocic vs. Overeem,September 10th,Bethe Correia,Jessica Eye,+105,-135,2017-12-06 08:58:13.929472
248,UFC 203: Miocic vs. Overeem,September 10th,Michael McBride,Nik Lentz,+350,-500,2017-12-06 08:58:14.043487
249,UFC 203: Miocic vs. Overeem,September 10th,Brad Tavares,Caio Magalhaes,-225,+175,2017-12-06 08:58:14.147843
250,UFC 203: Miocic vs. Overeem,September 10th,Sean Spencer,Yancy Medeiros,+105,-135,2017-12-06 08:58:14.261812
251,UFC 203: Miocic vs. Overeem,September 10th,Drew Dober,Jason Gonzalez,-165,+135,2017-12-06 08:58:14.381413
252,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Andrei Arlovski,Antonio Silva,+325,-450,2017-12-06 08:58:19.933396
253,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Gleison Tibau,Piotr Hallmann,-260,+200,2017-12-06 08:58:19.987363
254,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Efrain Escudero,Leonardo Santos,+180,-230,2017-12-06 08:58:20.038697
255,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Santiago Ponzinibbio,Wendell Oliveira Marques,-125,-105,2017-12-06 08:58:20.091067
256,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Iuri Alcantara,Russell Doane,-370,+280,2017-12-06 08:58:20.14994
257,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Jessica Andrade,Larissa Moreira Pacheco,-125,-105,2017-12-06 08:58:20.201821
258,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Dashon Johnson,Godofredo Pepey,+115,-145,2017-12-06 08:58:20.257402
259,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,George Sullivan,Igor Araujo,+115,-145,2017-12-06 08:58:20.308126
260,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Francisco Trinaldo,Leandro Silva,-205,+165,2017-12-06 08:58:20.358788
261,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Paulo Thiago,Sean Spencer,+200,-260,2017-12-06 08:58:20.412635
262,UFC Fight Night 51: Big Foot vs. Arlovski II,September 13th,Johnny Bedford,Rani Yahya,-140,+110,2017-12-06 08:58:20.466249
263,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Josh Barnett,Roy Nelson,-335,+255,2017-12-06 08:58:27.082631
264,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Gegard Mousasi,Urijah Hall,-450,+325,2017-12-06 08:58:27.166827
265,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Chico Camus,Kyoji Horiguchi,+325,-450,2017-12-06 08:58:27.252
266,UFC Fight Night 75: Nelson vs. Barnett,September 26th,George Roop,Takeya Mizugaki,+200,-260,2017-12-06 08:58:27.340252
267,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Mizuto Hirota,Teruto Ishihara,-280,+220,2017-12-06 08:58:27.420754
268,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Diego Brandao,Katsunori Kikuno,-270,+210,2017-12-06 08:58:27.498815
269,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Keita Nakamura,Li Jingliang,+240,-310,2017-12-06 08:58:27.584394
270,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Nick Hein,Yusuke Kasuya,-400,+300,2017-12-06 08:58:27.664345
271,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Kajan Johnson,Naoyuki Kotani,-310,+240,2017-12-06 08:58:27.746957
272,UFC Fight Night 75: Nelson vs. Barnett,September 26th,Roger Zapata,Shinsho Anzai,-110,-120,2017-12-06 08:58:27.827942
273,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Andrei Arlovski,Josh Barnett,+105,-135,2017-12-06 08:58:34.718551
274,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Alexander Gustafsson,Jan Blachowicz,-500,+350,2017-12-06 08:58:34.821301
275,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Ilir Latifi,Ryan Bader,+150,-185,2017-12-06 08:58:34.92876
276,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Nick Hein,Tae Hyun Bang,-340,+260,2017-12-06 08:58:35.043575
277,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Jessin Ayari,Jim Wallhead,+120,-150,2017-12-06 08:58:35.15482
278,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Nicolas Dalby,Peter Sobotta,-210,+170,2017-12-06 08:58:35.262131
279,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Ashlee Evans-Smith,Veronica Macedo,-265,+205,2017-12-06 08:58:35.374946
280,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Leandro Issa,Taylor Lapilus,+130,-160,2017-12-06 08:58:35.487196
281,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Christian Colombo,Jarjis Danho,+105,-135,2017-12-06 08:58:35.591723
282,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Jack Hermansson,Scott Askham,-120,-110,2017-12-06 08:58:35.699542
283,UFC Fight Night 93: Arlovski vs. Barnett,September 3rd,Leandro Silva,Rustam Khabilov,+325,-450,2017-12-06 08:58:35.816774
284,UFC 143: Condit vs. Diaz,February 4th,Carlos Condit,Nick Diaz,+180,-230,2017-12-06 08:58:37.8195
285,UFC 143: Condit vs. Diaz,February 4th,Josh Koscheck,Mike Pierce,-285,+225,2017-12-06 08:58:37.834049
286,UFC 143: Condit vs. Diaz,February 4th,Clifford Starks,Ed Herman,+200,-260,2017-12-06 08:58:37.847796
287,UFC 143: Condit vs. Diaz,February 4th,Renan Barao,Scott Jorgensen,-240,+190,2017-12-06 08:58:37.861553
288,UFC 143: Condit vs. Diaz,February 4th,Fabricio Werdum,Roy Nelson,-160,+130,2017-12-06 08:58:37.877648
289,UFC 143: Condit vs. Diaz,February 4th,Alex Caceres,Edwin Figueroa,-105,-125,2017-12-06 08:58:37.893957
290,UFC 143: Condit vs. Diaz,February 4th,Henry Martinez,Matt Riddle,+280,-370,2017-12-06 08:58:37.908774
291,UFC 143: Condit vs. Diaz,February 4th,Michael Kuiper,Rafael Natal,+115,-145,2017-12-06 08:58:37.924069
292,UFC 143: Condit vs. Diaz,February 4th,Dustin Poirier,Max Holloway,-625,+425,2017-12-06 08:58:37.937552
293,UFC 143: Condit vs. Diaz,February 4th,Dan Stittgen,Stephen Thompson,+300,-400,2017-12-06 08:58:37.952004
294,UFC 143: Condit vs. Diaz,February 4th,Chris Cope,Matt Brown,+250,-325,2017-12-06 08:58:37.968291
295,UFC Fight Night 67: Alves vs. Condit,May 30th,Carlos Condit,Thiago Alves,-335,+255,2017-12-06 08:58:42.992131
296,UFC Fight Night 67: Alves vs. Condit,May 30th,Charles Oliveira,Nik Lentz,-270,+210,2017-12-06 08:58:43.08927
297,UFC Fight Night 67: Alves vs. Condit,May 30th,Alex Oliveira,K.J. Noons,-185,+150,2017-12-06 08:58:43.182038
298,UFC Fight Night 67: Alves vs. Condit,May 30th,Francimar Barroso,Ryan Jimmo,+225,-285,2017-12-06 08:58:43.276066
299,UFC Fight Night 67: Alves vs. Condit,May 30th,Francisco Trinaldo,Norman Parke,+195,-250,2017-12-06 08:58:43.370835
300,UFC Fight Night 67: Alves vs. Condit,May 30th,Darren Till,Wendell Oliveira,+120,-150,2017-12-06 08:58:43.465769
301,UFC Fight Night 67: Alves vs. Condit,May 30th,Damon Jackson,Rony Jason,+120,-150,2017-12-06 08:58:43.561751
302,UFC Fight Night 67: Alves vs. Condit,May 30th,Jussier Formiga,Wilson Reis,-110,-120,2017-12-06 08:58:43.65833
303,UFC Fight Night 67: Alves vs. Condit,May 30th,Elizeu Zaleski,Nicolas Dalby,+225,-285,2017-12-06 08:58:43.747825
304,UFC Fight Night 67: Alves vs. Condit,May 30th,Lucas Martins,Mirsad Bektic,+325,-450,2017-12-06 08:58:43.84844
305,UFC Fight Night 67: Alves vs. Condit,May 30th,Ericka Almeida,Juliana Lima,+145,-175,2017-12-06 08:58:43.942737
306,UFC Fight Night 67: Alves vs. Condit,May 30th,Luiz Dutra Jr.,Tom Breese,+140,-170,2017-12-06 08:58:44.04045
307,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Carlos Condit,Martin Kampmann,-300,+230,2017-12-06 08:58:49.79287
308,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Donald Cerrone,Rafael Dos Anjos,-110,-120,2017-12-06 08:58:49.889247
309,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Court McGee,Robert Whittaker,+155,-190,2017-12-06 08:58:49.983686
310,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Brad Tavares,Robert McDaniel,-550,+375,2017-12-06 08:58:50.081963
311,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Brian Melancon,Kelvin Gastelum,+245,-315,2017-12-06 08:58:50.175523
312,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Erik Perez,Takeya Mizugaki,-185,+150,2017-12-06 08:58:50.27282
313,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Darren Elkins,Hatsu Hioki,+135,-165,2017-12-06 08:58:50.372402
314,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Dylan Andrews,Papy Abedi,-315,+245,2017-12-06 08:58:50.465047
315,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Brandon Thatch,Justin Edwards,-300,+230,2017-12-06 08:58:50.562754
316,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Abel Trujillo,Roger Bowling,-140,+110,2017-12-06 08:58:50.657906
317,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,Ben Alloway,Zak Cummings,+105,-135,2017-12-06 08:58:50.751377
318,UFC Fight Night 27: Condit vs. Kampmann II,August 28th,James Head,Jason High,-145,+115,2017-12-06 08:58:50.842216
319,UFC Fight Night 18: Condit vs Kampmann,April 1st,Carlos Condit,Martin Kampmann,-115,-115,2017-12-06 08:58:55.674394
320,UFC Fight Night 18: Condit vs Kampmann,April 1st,Cole Miller,Junie Browning,-175,+145,2017-12-06 08:58:55.687863
321,UFC Fight Night 18: Condit vs Kampmann,April 1st,Carmelo Marrero,Ryan Bader,+350,-550,2017-12-06 08:58:55.700477
322,UFC Fight Night 18: Condit vs Kampmann,April 1st,Rafael Dos Anjos,Tyson Griffin,+400,-600,2017-12-06 08:58:55.713642
323,UFC Fight Night 18: Condit vs Kampmann,April 1st,Brock Larson,Jesse Sanders,-500,+300,2017-12-06 08:58:55.726541
324,UFC Fight Night 18: Condit vs Kampmann,April 1st,Gleison Tibau,Jeremy Stephens,-175,+145,2017-12-06 08:58:55.740762
325,UFC Fight Night 18: Condit vs Kampmann,April 1st,Aaron Simpson,Tim McKenzie,-180,+150,2017-12-06 08:58:55.753395
326,UFC Fight Night 18: Condit vs Kampmann,April 1st,Jorge Rivera,Nissen Osterneck,-155,+125,2017-12-06 08:58:55.768866
327,UFC Fight Night 18: Condit vs Kampmann,April 1st,Matt Horwich,Ricardo Almeida,+240,-300,2017-12-06 08:58:55.781927
328,UFC Fight Night 18: Condit vs Kampmann,April 1st,Joe Vedepo,Rob Kimmons,+190,-250,2017-12-06 08:58:55.794607
329,UFC Fight Night 18: Condit vs Kampmann,April 1st,Nick Catone,Tim Credeur,+100,-130,2017-12-06 08:58:55.808371
330,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Demian Maia,Ryan Laflare,-105,-125,2017-12-06 08:59:02.959434
331,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Erick Silva,Josh Koscheck,-500,+350,2017-12-06 08:59:03.051155
332,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Leonardo Santos,Tony Martin,+125,-155,2017-12-06 08:59:03.149309
333,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Amanda Nunes,Shayna Baszler,-750,+475,2017-12-06 08:59:03.248587
334,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Alex Oliveira,Gilbert Burns,+500,-800,2017-12-06 08:59:03.344224
335,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Andre Fili,Godofredo Pepey,-335,+255,2017-12-06 08:59:03.44093
336,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Akbarh Arreola,Francisco Trinaldo,+160,-200,2017-12-06 08:59:03.540186
337,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Katsunori Kikuno,Kevin Souza,+205,-265,2017-12-06 08:59:03.636586
338,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Drew Dober,Leandro Silva,+125,-155,2017-12-06 08:59:03.731816
339,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Cain Carrizosa,Leonardo Mafra,+150,-185,2017-12-06 08:59:03.826705
340,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Christos Giagos,Jorge De Oliveira,-200,+160,2017-12-06 08:59:03.921664
341,UFC Fight Night 62: Maia vs. LaFlare,March 21st,Bentley Syler,Fredy Serrano,+125,-155,2017-12-06 08:59:04.022323
342,UFC Fight Night 29: Maia vs. Shields,October 9th,Demian Maia,Jake Shields,-350,+265,2017-12-06 08:59:09.206212
343,UFC Fight Night 29: Maia vs. Shields,October 9th,Dong Hyun Kim,Erick Silva,+150,-185,2017-12-06 08:59:09.292804
344,UFC Fight Night 29: Maia vs. Shields,October 9th,Mike Pierce,Rousimar Palhares,-240,+190,2017-12-06 08:59:09.375682
345,UFC Fight Night 29: Maia vs. Shields,October 9th,Fabio Maldonado,Joey Beltran,-165,+135,2017-12-06 08:59:09.462195
346,UFC Fight Night 29: Maia vs. Shields,October 9th,Matt Hamill,Thiago Silva,+300,-400,2017-12-06 08:59:09.547117
347,UFC Fight Night 29: Maia vs. Shields,October 9th,Raphael Assuncao,T.J. Dillashaw,+200,-260,2017-12-06 08:59:09.631343
348,UFC Fight Night 29: Maia vs. Shields,October 9th,Chris Cariaso,Iliarde Santos,+125,-155,2017-12-06 08:59:09.719877
349,UFC Fight Night 29: Maia vs. Shields,October 9th,Igor Araujo,Ildemar Alcantara,+285,-375,2017-12-06 08:59:09.810624
350,UFC Fight Night 29: Maia vs. Shields,October 9th,David Mitchell,Yan Cabral,+255,-335,2017-12-06 08:59:09.895227
351,UFC Fight Night 29: Maia vs. Shields,October 9th,Alan Patrick,Garett Whiteley,-260,+200,2017-12-06 08:59:09.991402
352,UFC on FOX 21: Maia vs. Condit,August 27th,Carlos Condit,Demian Maia,-135,+105,2017-12-06 08:59:15.635645
353,UFC on FOX 21: Maia vs. Condit,August 27th,Anthony Pettis,Charles Oliveira,-205,+165,2017-12-06 08:59:15.748214
354,UFC on FOX 21: Maia vs. Condit,August 27th,Bec Rawlings,Paige Vanzant,+155,-190,2017-12-06 08:59:15.862688
355,UFC on FOX 21: Maia vs. Condit,August 27th,Jim Miller,Joe Lauzon,+125,-155,2017-12-06 08:59:15.978155
356,UFC on FOX 21: Maia vs. Condit,August 27th,Kevin Casey,Sam Alvey,+210,-270,2017-12-06 08:59:16.094747
357,UFC on FOX 21: Maia vs. Condit,August 27th,Enrique Barzola,Kyle Bochniak,+120,-150,2017-12-06 08:59:16.204725
358,UFC on FOX 21: Maia vs. Condit,August 27th,Alessio Di Chirico,Garreth McLellan,-315,+245,2017-12-06 08:59:16.322069
359,UFC on FOX 21: Maia vs. Condit,August 27th,Felipe Silva,Shane Campbell,+140,-170,2017-12-06 08:59:16.438053
360,UFC on FOX 21: Maia vs. Condit,August 27th,Chad Laprise,Thibault Gouti,-340,+260,2017-12-06 08:59:16.557587
361,UFC on FOX 21: Maia vs. Condit,August 27th,Alex Ricci,Jeremy Kennedy,+120,-150,2017-12-06 08:59:16.677383
362,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Alex Caceres,Yair Rodriguez,+245,-315,2017-12-06 08:59:21.154034
363,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Dennis Bermudez,Rony Jason,-300,+230,2017-12-06 08:59:21.267811
364,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Chris Camozzi,Thales Leites,+145,-175,2017-12-06 08:59:21.388185
365,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Santiago Ponzinibbio,Zak Cummings,-120,-110,2017-12-06 08:59:21.507642
366,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Joseph Gigliotti,Trevor Smith,-140,+110,2017-12-06 08:59:21.620657
367,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Danielle Taylor,Maryna Moroz,+230,-300,2017-12-06 08:59:21.738804
368,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Court McGee,Dominique Steele,-145,+115,2017-12-06 08:59:21.856414
369,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Marcin Tybura,Viktor Pesta,-120,-110,2017-12-06 08:59:21.972034
370,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,David Teymur,Jason Novelli,-135,+105,2017-12-06 08:59:22.096399
371,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Horacio Gutierrez,Teruto Ishihara,+190,-240,2017-12-06 08:59:22.216789
372,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Cub Swanson,Tatsuya Kawajiri,-315,+245,2017-12-06 08:59:22.328619
373,UFC Fight Night 92: Rodriguez vs. Caceres,August 6th,Chase Sherman,Justin Ledet,+100,-130,2017-12-06 08:59:22.441622
374,UFC 195: Lawler vs. Condit,January 2nd,Carlos Condit,Robbie Lawler,-105,-125,2017-12-06 08:59:28.43987
375,UFC 195: Lawler vs. Condit,January 2nd,Andrei Arlovski,Stipe Miocic,+180,-230,2017-12-06 08:59:28.56431
376,UFC 195: Lawler vs. Condit,January 2nd,Albert Tumenov,Lorenz Larkin,-260,+200,2017-12-06 08:59:28.692435
377,UFC 195: Lawler vs. Condit,January 2nd,Brian Ortega,Diego Brandao,-170,+140,2017-12-06 08:59:28.815503
378,UFC 195: Lawler vs. Condit,January 2nd,Abel Trujillo,Tony Sims,+120,-150,2017-12-06 08:59:28.938053
379,UFC 195: Lawler vs. Condit,January 2nd,Masanori Kanehara,Michael McDonald,+375,-550,2017-12-06 08:59:29.057559
